covered_ps,covgap_slicer4j_slice,covgap_porbs_slice,pseudotested_ps,statement_type,line_no,Original Code,What is the purpose of this code?,Notes
FALSE,FALSE,FALSE,FALSE,,372,},,
FALSE,FALSE,FALSE,FALSE,,373,/**,,
FALSE,FALSE,FALSE,FALSE,,374,* transpose. MODIFIES this,,
FALSE,FALSE,FALSE,FALSE,,375,*/,,
FALSE,FALSE,FALSE,FALSE,,376,public void transpose() {,,
TRUE,TRUE,FALSE,FALSE,FOR,377,for (int i = 0; i < rows; i++) {,Iteration,
TRUE,TRUE,FALSE,FALSE,FOR,378,for (int j = 0; j < i; j++) {,Iteration,
TRUE,TRUE,FALSE,FALSE,VARIABLE_DECLARATION,379,int t = flmat[i][j];,Mathematical Computation,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,380,flmat[i][j] = flmat[j][i];,Mathematical Computation,
TRUE,TRUE,FALSE,FALSE,EXPRESSION,381,flmat[j][i] = t;,Mathematical Computation,
FALSE,FALSE,FALSE,FALSE,FOR,382,},,
FALSE,FALSE,FALSE,FALSE,FOR,383,},,
FALSE,FALSE,FALSE,FALSE,,384,},,
FALSE,FALSE,FALSE,FALSE,,385,},,
